User,Sentiment
What is its  price?,Neu
Is Radio compatible in it?,Neu
I prefer to listen to songs on Radio.,Neu
 Streaming music consumes more data so I would rather prefer phone with radio facility ,Neg
ok can you book it for me,Neu
Thanks a ton dear,Pos
450,450
"Hi,I want to buy a phone.",Neu
I want a light weight black color phone .,Neu
What is its cost?,Neu
"Oh no, that’s very costly, show me a latest handset at a budget price",Neg
ok can you book it for me,Neu
Thanks a ton dear,Pos
451,451
"Hi,I want to buy a good phone.",Neu
Brand should be Samsung and yes it should be light weight,Neu
What is its internal RAM?,Neu
oh it does not meet my requirements. It is so low. I want at least 64 GB internal RAM,Neg
What is its cost?,Neu
What is its color?,Neu
ok can you book it for me,Neu
Thanks a ton dear,Pos
452,452
"Hey, I want to buy a phone. Which one should I buy?",Neu
"yes, I want a big display size phone with good camera  ",Neu
What is its cost?,Neu
Oh It's too expensive. Show me a low budget phone around 350 Euro,Neg
Then I don't want to buy it on installements. Show me an inexpensive phone,Neu
What is its color?,Neu
what is its weight?,Neu
Kindly book this for me,Neu
Thanks for all your time.,Pos
453,453
"Good Evening, I want to buy a good phone at the best price possible",Neu
I want an Android mobile that support 3 GB RAM and has more than 3000 mAH,Neu
What is its color?,Neu
I want blue phone. Its very easy to maintain ,Neg
"Okay, I will book this phone",Neu
Thanks a lot.,Pos
"Okay, I will take this phone.",Pos
thanks a ton,Pos
454,454
"Hey, which is the best phone to buy right now?",Neu
I want good camera samsung phone.,Neu
what is its camera quality?,Neu
What is its Ram storage?,Neu
I want a Samsung phone with more RAM space,Neu
what is its cost?,Neu
"Okay, I will take this phone.",Neu
You are a very good salesman. Thanks a lot,Pos
455,455
I want to purchase a nice phone,Neu
It should be recent released Vivo phone,Neu
and yes OS should be Android,Neu
What is its color,Neu
I want black phone. It looks classy ,Neg
"Okay, I will book this phone",Neu
Thanks a lot.,Pos
456,456
"Good evening, I want a good phone at the best price",Neu
I am looking for a T-Mobile phone around 250 Euro,Neu
What is its OS?,Neu
Oh I want Mic OS as it can run many applications at the same time,Neu
"okay, I take your point what is its cost?",Neu
Book it for me.,Neu
Thanks dear,Pos
457,457
What are the top phones available to buy today?,Neu
I want the latest and the greatest phone and also it should have dual camera and high battery capacity,Neu
No thats all.,Neu
what about secondary camera ?,Neu
Oh it is low!,Neg
I like taking selfies .Could it be 8 MP ?,Neu
what is its secondary camera ? ,Neu
It sounds great.,Pos
Ok can you book it for me?,Neu
Thanks for assistance.,Pos
458,458
"Good evening, I want a good phone at the best price",Neu
I want to buy a micromax phone in black color,Neu
What is its battery?,Neu
What is its cost?,Neu
I don't want to buy average models. I want a phone known worldwide and bought by the affluent,Neu
Phone is a status symbol for me. Show me an expensive phone,Neg
What is its color?,Pos
I will take it.,Neu
You are a very good salesman. Thanks,Pos
459,459
"Hi, I need a new phone for my office use.",Neu
It should be reasonable and I want at least 64 GB internal RAM phone ,Neu
What is its color?,Neu
"oh, I don't want blu brand phone. Show me Gionee phone",Neg
It may be in demand but not my liking is for Gionee brand,Neg
What is its price?,Neu
"Cool, I will take it.",Pos
Thanks a lot,Pos
460,460
"Hello, show me an affordable good phone.",Neu
 Primary Camera should be superb and weight should be light.,Neu
What is its OS?,Neu
Oh I don't like android operating systems. I find it annoying. Show me iOS phone,Neg
What is its price?,Neu
I will buy it.,Neu
Thank you for your time,Pos
461,461
"Hi, I want a phone",Neu
I want 2017 released Xiaomi phone with 13 MP Primary camera.,Neu
What is its cost?,Neu
What is its weight?,Neu
This phone is not for me. I want light weight phone around 150 gms,Neg
With heavy weight phone it becomes difficult to talk for longer period,Neg
I will buy it.,Neu
Thanks a lot,Pos
462,462
"Hello, I need  a reliable phone.",Neu
"It should be DualSim, GPS operated and Radio should work on it",Neu
"Great, what is its ReleasedYear and ReleasedMonth?",Neu
"oh, show me 2017 released phone. I can't buy old phone",Neg
What is its cost?,Neu
"Okay, I like this phone. Pack it for me.",Neu
Thanks a lot for your time,Pos
463,463
"Hi, I want to buy a phone",Neu
"Actually, I am not restricted to any particular model but i need to have a phone that has good camera and small display size",Neu
What is its memory?,Neu
oh that's too less. I want higher memory phone,Neg
But external storage devices such as memory cards face a chance of data corruption due to physical or liquid damage. So I need high internal storage phone,Neu
What is its color?,Neu
I will take it.,Neu
Thanks a ton,Pos
464,464
"Hi, I am interested in buying a phone.",Neu
"Yes, OS should be Android and should have big screen",Neu
Is it a MultiSim phone?,Neu
"Can you recommend  MultiSim , Android OS and big screen size phone?",Neg
But I use three sims so would need multisim phone,Neg
What is its price?,Neu
Lovely it is under my budget. I will buy it.,Pos
Thank you so much,Pos
465,465
"Good Evening, I need a phone.",Neu
It  should be black color Apple phone,Neu
What is its RAM?,Neu
What is its price?,Neu
Thta's cheap. I want to buy latest and the greatest phone and yes it should be a premium one,Neg
I don't want to take risk  on quality so would still prefer expensive phone,Neg
What is its color?,Neu
"Lovely, I will buy it.",Pos
Thanks a ton,Pos
466,466
"Hello, I want a good phone.",Neu
I want an Meizu phone with RAM of 4 GB .,Neu
What is its cost?,Neu
It is very costly. Do you have phone under 400 Euro?,Neg
But I have limited money,Neg
What is its color?,Neu
I will take it .,Neu
Thanks a lot.,Pos
467,467
I want to buy a trending phone,Neu
Camera should be excellent and OS should be iOS,Neu
What is its memory?,Neu
Show me a phone with 32 GB internal RAM?,Neu
But it will not satisfy my need.,Neg
How much storage does it offer?,Neu
How much is it for?,Neu
"Okay, book this for me",Neu
Thanks for help,Pos
468,468
"hi, i want a superior mobile with amazing performance",Neu
I want Archos phone with less weight,Neu
On what OS it works?,Neu
"oh,this android mobile hangs a lot. Do you have iOS operating phone?",Neg
what is its battery?,Neu
What is its cost?,Neu
"O goodie , I am taking this phone",Pos
Thanks for help,Pos
469,469
"Hi, show me  a good performing  phone.",Neu
I want to buy a Alcatel phone with good camera,Neu
What is its camera quality?,Neu
oh I want primary camera phone with at least 13 MP,Neg
"Cool, what is its RAM?",Neu
What is its cost?,Neu
"Cool, I will purchase it.",Pos
Thanks a lot,Pos
470,470
"Good Evening, I want to buy best phone ",Neu
"Nothing in Particular, it should be recent released phone at affordable cost ",Neu
What is its color?,Neu
 Gold color will not go with display screen. Do you have in blue color?,Neg
"okay,what is its price?",Neu
What is its RAM?,Neu
"Okay , i think i will go for it",Neu
Thanks a lot for helping me in choosing a good phone,Pos
471,471
I want the most technically advanced phone,Neu
I want a Samsung phone with good battery and top display,Neu
It should be under 700,Neu
How much is its internal RAM storage?,Neu
It is less. I want more storage. ,Neu
"But I am not comfortable using memory slot as it can be subject to electronic corruption, leading to unreadable card",Neg
What is its cost?,Neu
I will take it,Neu
Thanks a lot for your help,Pos
472,472
"Hello , I need a reliable and sturdy phone",Neu
"Yes, i need a GPS operated light weight phone ",Neu
What is its cost ?,Neu
whats is its battery?,Neu
I feel it is less. I want high battery capacity phone,Neg
"Ok , can you please book it for me",Neu
Thank you ,Pos
473,473
"Hey, I need your help regarding phone info.",Neu
It should be Huawei company with medium size display,Neu
Its OS should be Android,Neu
What is its Released Year?,Neu
"oh, but I want 2016 released year phone as it will be less costly",Neg
"Ok , can you please book it for me",Neu
"OK,Thanks for information.",Pos
474,474
"Hello, I need to buy a good phone.",Neu
Phone with good primary camera and cost around 200,Neu
No thats all.,Neu
What is its cost,Neu
What is its released yr?,Neu
"oh, but I want newly launched 2017 mobile",Neg
It sounds great.,Pos
Ok book this for me,Neu
Thanks for assistance.,Pos
475,475
"Hello, show me a trending phone",Neu
 I need to buy Samsung phone that has good battery life at less cost.,Neu
How much is its price?,Neu
What is its weight?,Neu
Oh that's too heavy. I don't want to carry brick all day. Do you have something in light weight?,Neg
It's very difficult to carry heavy phone all day,Neu
What is its price?,Neu
"Okay, book it for me",Neu
thanks a ton,Pos
476,476
"Hello , can you help me in choosing a phone ?",Neu
I want a samsung singlesim phone.,Neu
what is its camera quality?,Neu
oh it will not click good pics. I want higher MP Phone,Neg
"I am not sure, I would still prefer higher MP phone",Neg
what is its price?,Neu
"Okay, I am taking this phone.",Neu
You are a very good salesman. Thanks a lot,Pos
477,477
"Hello, show me a good phone. I want to buy it for my father",Neu
I am not specific about any brand but yes it should have big display and high ram.,Neu
What is its Secondary Camera?,Neu
Oh I don't want this phone as its secondary camera is very less,Neg
My father will prefer clicking pics also sometimes,Neu
What is its cost?,Neu
"Okay, I like this phone. Gift wrap it",Pos
Thanks a lot for your time,Pos
478,478
"Hi, I need a phone info",Neu
"It should be HTC company ,Radio should work on it for sure and also should have good memory",Neu
What is its memory?,Neu
oh it will not solve my purpose. I need a phone with higher memory,Neu
sorry this is not my preference show me a phone with higher memory. ,Neg
What is its color?,Neg
I will take it.,Neu
Thanks a ton,Pos
479,479
"hi,help me in purchasing a good phone",Neu
Primary Camera should be fantastic and display size should be medium,Neu
What is its price ? ,Neu
what is it's color ? ,Neu
"oh , this color is for kids. Show me a phone is blue color? ",Neg
 But Blue looks professional,Neg
what is it's cost ? ,Neu
ok can you book it for me,Neu
Thanks for help,Pos
480,480
"hi, I want to buy a new phone",Neu
It should be Xiaomi brand with multi sim slots and cost around 250,Neu
"No ,that't",Neu
what is its price?,Neu
Does Radio works on it?,Neu
Oh but I often listen to Radio,Neg
"Okay, Can you book it for me?",Neu
Thanks a lot ,Pos
481,481
"Hey, show me a good phone. I need to buy it",Neu
It should be Oppo phone with good memory and high primary camera quality,Neu
What is its cost?,Neu
What is its sim slot?,Neu
This is cheap. Show me medium range phone around 400 plus,Neg
"But with higher range I would get good processor, good camera optimization, big battery and quick charging,and a good looking design

",Neg
How much does it cost?,Neu
ok can you book it  for me,Neu
Thanks for help,Pos
482,482
"Hey, Show me a new sturdy phone?",Neu
Show me less cost phone with good camera,Neu
What about its camera?,Neu
What about its sim slots?,Neu
What is its memory?,Neu
"oh, that seems little less.I want a phone with higher internal RAM",Neg
But I feel my phone should have enough RAM so that it could perform all tasks easily with the quickness.,Neg
ok can you book it for me,Neu
Thanks a lot for your time,Pos
483,483
"Hello, I want a new phone.",Neu
I want to buy a small display size phone  with good camera quality ,Neu
What is its battery?,Neu
What color is it?,Neu
what is its released year?,Neu
"oh,I forgot to mention. Show me  latest released year phone",Neg
Yeah but I want latest phone,Neg
What is its price?,Neu
ok can you book it for me,Neu
Thanks a lot for your time,Pos
484,484
"Hello, I want a new phone.",Neu
I want Google phone with 64 GB internal RAM,Neu
What is its display  size?,Neu
oh I can't buy this. It's big. I want medium display size that's good enough to do anything on phone.,Neg
I just want my regular fit size phone that can fit in my pocket,Neu
"Lovely, What is its color?",Neu
What is its price?,Neu
"Lovely,kindly book it for me",Pos
Thanks a lot,Pos
485,485
"Hi, I need phone info",Neu
I want to buy a bestest camera phone with radio and GPS features in it,Neu
What is its price ? ,Neu
What is its storage?,Neu
"oh, that seems little less.I want a GPS operated phone with at least 6 GB RAM",Neg
I feel more RAM means more smartphone performance,Neu
"Perfect,please book it ",Pos
Thanks for helping me.,Pos
486,486
"Hello, show me a new phone.",Neu
"Yes, i need 2017 released phone and cost to be around 250",Neu
What is its battery?,Neu
Oh it's less compared to my last phone. My most of the work is on phone so need solid battery,Neg
 Solid battery is very much needed for my work,Neu
What is its cost?,Neu
ok can you book it for me,Neu
Thanks a lot for your time,Pos
487,487
"Hi,I want to buy a phone.",Neu
I want a good phone with battery more than 4000 mAH,Neu
is it so ?,Neu
"Sorry I don't want this, I want Xiaomi company phone",Neg
okay it looks good,Pos
Ok please book it,Neu
Thanks a lot for your time,Pos
488,488
I am in desperate need of a good phone,Neu
I want to buy gray color Gionee phone,Neu
What is its battery?,Neu
Oh it is little less. Show me a phone with battery around 4500 mAH,Neg
My previous phone had less battery. I had trouble charging it again n again. Show me other handset,Neu
What color is it available?,Neu
What is its price?,Neu
"Okay, I will buy it then.",Neu
Thanks a lot for your help.,Pos
489,489
"Good Evening,show me a good phone ",Neu
I want to buy good camera phone with medium display size,Neu
Can you tell me more about it?,Neu
I don't want Android phone. I want Mic phone,Neg
Ok book this one for me,Neu
Thanks for helping me.,Pos
490,490
"Hello , I want a nice looking phone for my wife",Neu
 I want to buy a Oppo phone with good camera ,Neu
I don't have much money to spend on phone. My budget is around 200,Neu
What is its Display Size?,Neu
"oh it's way too small, show me a phone with medium Display Size.",Neg
Medium size phone is also easy to carry and good enough for watching movies too,Neu
How much is it for?,Neu
"Perfect, I will take it. Kindly gift wrap it.",Pos
Thanks a ton,Pos
491,441
"Hi,I need a phone.",Neu
I want a multiSim Lenovo phone,Neu
What is its cost?,Neu
oh it's very costly. Can you show me a smatphone with latest features at less price ,Neg
I can't buy it as it is costly. Show me the best budget phone,Neu
Ok please complete the booking process.,Neu
Thanks a lot for your time,Pos
492,v
I want to buy a phone. Which one should I buy?,Neu
Show me a good camera phone with less weight ,Neu
what is its battery?,Neu
It is less. I need better battery phone,Neg
Most of the time I am on Phone so need high quality battery phone,Neu
Ok book it for me,Neu
Thanks a lot for your time,Pos
493,493
"Hello, What are the top available phones to buy at your store?",Neu
I want recent released 64 GB internal RAM phone ,Neu
Oneplus is my preference,Neu
What is its OS,Neu
"Oh, I want Sym phone. I don't want android phone  ",Neg
What is its color?,Neu
"Okay, I will book this phone",Neu
Thanks a lot.,Pos
494,494
"Hello, I want to purchase a phone which has been reviewed by many ",Neu
I want a phone in which both GPS and Radio works,Neu
What is its internal Ram storage?,Neu
I want a phone with more internal RAM space,Neu
But Phone's memory plays an important role in phone's performance,Neg
what is its cost?,Neu
Book it for me.,Neu
Thanks dear,Pos
495,495
"Hi, I need a  phone info based on performance, features and reviews",Neu
"Hey, show me a Sony cellphone",Neu
what is its released year?,Neu
"oh,show me latest phone",Neg
 I would prefer latest phone as they get updated version for better performance,Neu
What is its cost?,Neu
What is its color?,Neu
"Fine, i will take it.",Neu
Thanks a ton,Pos
496,496
"Good Evening, I want to buy a cell Phone",Neu
I want a phone that offers a great battery life and a great display quality too.,Neu
What is its battery?,Neu
What is its price?,Neu
Sorry that's little pricey. My budget is lttle less somewhere around 500 Euro,Neg
I have limited budget so can't buy this,Neu
What is its OS?,Pos
I will take it.,Neu
I am very happy today. Thanks a lot ,Pos
497,497
"Good Evening, Help me in buying a right mobile at the right price",Neu
 I need to have a Vertu phone that has high memory and light weight.,Neu
What is its color?,Neu
Whta is its primary camera?,Neu
Show me a phone with dual primary camera,Neu
What is its price?,Neu
"Okay, I am taking this phone",Pos
thanks a ton,Pos
498,498
"Hey, I need a phone to buy.",Neu
I want a 2016 released year phone under 250 Euro,Neu
what is its secondary camera quality?,Neu
That is too less.I want 13 MP  for secondary camera,Neg
I believe higher MP phone takes better picture,Neu
what is its cost?,Neu
"Okay, I will take this phone.",Neu
You are a very good salesman. Thanks a lot,Pos
499,499
I want to buy a good phone,Neu
I want to buy HP phone with radio facility,Neu
I also want a dualsim phone.,Neu
What is its OS,Neu
oh I want Mic phone. I don't want android,Neg
Mic phone has good reviews,Neu
What color is it available in your store/?,Neu
"Okay, I will book black phone",Neu
Thanks a lot.,Pos
500,500
"Hi,I need a phone info",Neu
I am looking for a Samsung mobile,Neu
What is its price?,Neu
It's way to expensive. Show me a phone at less cost,Neg
I can't afford it. Show me less expensive phone,Neu
"Lovely, what is its cost?",Neu
Book it for me.,Neu
Thanks dear,Pos
511,511
"Hello , can you help me in selecting a phone ?",Neu
 I want to buy a Gold color dualsim phone  for my son.,Neu
What is its storage?,Neu
I want a phone of 16 GB internal RAM,Neg
But still I would opt for higher ram,Neu
Does it has radio?,Neu
What is its price?,Neu
 I will take it. Kindly gift wrap it.,Neu
Thanks a ton,Pos
512,512
"Good Morning,I am looking for a good phone.",Neu
Show me anything in Samsung?,Neu
What is its price?,Neu
That's too costly for me. Do you have something in less?,Neg
"Sorry, I can't go for it.",Neg
what is its weight?,Neu
Is it available in black color?,Neu
Sounds good to me. Please book it for me,Pos
Thanks for all your time.,Pos
513,513
"Hey, do you have good phone?",Neu
It should have good battery back up with GPS facility in it?,Neu
What is its price?,Neu
"Oh  it's out of my budget,show me something within 150 Euro?",Neg
Still I cannot go for it.,Neg
Which OS it uses?,Neu
Sounds good to me. Please book it for me,Pos
Thanks for all your time.,Pos
514,514
Hello I am looking for good which fulfils all my requirements?,Neu
It should be within 150 Euro.,Neu
It should have good front as well as back camera with GPS facility in it.,Neu
Which OS it supports?,Neu
How many sim slots it has?,Neu
I am in need of dual sim phone.,Neg
I have two sims so only dual sim phone .,Neg
Okay book this for me.,Neu
Thanks for helping me.,Pos
515,515
"Hello, I am in urgent need of a good phone.",Neu
I am looking for light weight phone with big screen.,Neu
What's its cost?,Neu
Does it have dual sim slot?,Neu
How much storage does it offer?,Neu
What other phones do you have if I want more internal storage?,Neg
But I need more.,Neg
"Okay, no problem, book this HTC for me",Neu
Thanks for helping me.,Pos
516,516
"Good morning, I want a trending phone for my teenaged daughter",Neu
I need it in Silver Color,Neu
What's its cost?,Neu
But its going against my budget and I think too costly for teenage girl,Neg
I can't afford it.,Neg
And what's its cost?,Neu
Okaybook thjis for me.,Neu
Thanks for helping me.,Pos
517,517
"Hello , I need some good phone on which I can work while travelling",Neu
"Okay good,  how much it will cost me?",Neu
And what is display size,Neu
Display size is good for me but dont you think its little higher in cost,Neg
Show me something else.,Neg
what is its battery back up?,Neu
Does it work on IOs?,Neu
"Okay, no problem, book this AppleiPhone 6 Plus for me",Neu
Thanks for helping me.,Pos
518,518
"Hey, show me some phone",Neu
"I am photographer, I need good camera both front and back",Neu
Okay.What MP is it giving?,Neu
Can MP goes more up?,Neg
Show me something else.,Neg
Oh..its fantastic . How mcuh it will cost me?,Pos
It's in my budget too. Please book it fast for me.,Pos
Thanks for helping me.,Pos
519,519
"Hello, I am in urgent need of a good phone.",Neu
I am looking for VIVO phone in golden color.,Neu
What's its price?,Neu
Oh its too costly for me.,Neg
"Sorry, please show me something of less cost.",Neg
"Okay, book this for me",Neu
Thanks for helping me.,Pos
520,520
"Hello, I am in urgent need of a good phone.",Neu
I need a good battery back up phone in black color,Neu
What's its cost?,Neu
Does it available in blue color?,Neu
On which OS it works?,Neu
But I want Android phone only.,Neg
I am comfortable only on Android and wants that only,Neg
"Okay, no problem, book this  for me",Neu
Thanks for helping me.,Pos
521,521
"Good Evening, I am looking for a good phone",Neu
 I need to have a phone that has high memory and good battery life.,Neu
What's its cost?,Neu
What's its weight?,Neu
"So light weight, good.And display size?",Neu
What about its battery back up?,Neu
But I need  1500mAh battery and not be compatible in travelling.,Neg
Please show me some other model.,Neg
And how much it will cost me?,Neu
Okay done. Pack this for me.,Neu
Thanks for helping me.,Pos
522,522
"Hi, can you please help me in selecting a phone?",Neu
I want to buy phone with at least 20MP primary camera,Neu
How much does it cost ? ,Neu
Which OS it supports?,Neu
I want in Android OS only.,Neg
I am sorry I am not comfortable in Mic OS phone,Neg
Okay book this model for me.,Neu
Thanks for helping me.,Pos
523,523
"Hey, I want to gift a phone to my brother",Neu
"yes, I want a big display size GPS operated phone ",Neu
What is its price?,Neu
That's too costly for me. Do you have something in less?,Neg
"Yes,It has, but i can't spend that much on my phone",Neg
What is its color?,Neu
what is its weight?,Neu
Sounds good to me. Please book it for me,Pos
Thanks for all your time.,Pos
524,524
"Hi, I am looking for a good phone",Neu
I want to buy  Lenovo in light weight.,Neu
How is the battery life?,Neu
What is its color?,Neu
What is its cost?,Neu
I cannot go such costly phones.,Neg
I understand but I have budget constraints,Neg
ok can you book Lenovo Tab3  8 for me,Neu
Thanks for help,Pos
525,525
"Hello, I want to buy a best selling model phone.",Neu
"Yes,It has, i need a phone with DualSim in less cost",Neu
What is its memory?,Neu
That is too less. Can you suggest a phone with 6 GB Ram and being widely used.,Neg
I need 6 GB phone only,Neg
What is its cost?,Neu
Sounds good to me. I will take it.,Pos
Thanks a lot for your patience and time.,Pos
526,526
I want to purchase one  phone,Neu
I need a long battery life.,Neu
And how much it will cost me?,Neu
Oh its going out of my budget.,Neg
I can't afford it.,Neg
And how much it will cost me?,Neu
Excellent book this for me.,Pos
thanks a ton,Pos
527,527
"Hey, I am looking for a good phone",Neu
Phone with good camera quality.,Neu
How much it will cost me?,Neu
"Oh its too costly for me, even I am not interested in BlackBerry.",Neg
Show me something else.,Neg
What's its released year?,Neu
Does it light weight phone?,Neu
"Okay fine, book this Acer phone for me.",Neu
thanks a ton,Pos
528,528
Hello I need good phone. ,Neu
"Yes,It has, it should have good battery life and big screen too of Samsung company.",Neu
In which color I can get it?,Neu
Yellow is my favourite color.,Neg
How much it will cost me?,Neu
Does radio works on it?,Neu
"Okay, can you pack this phone?",Neu
Thanks for help,Pos
529,529
"hi,can you help me in choosing a good phone ?",Neu
it should have low cost.,Neu
how much does it cost ? ,Neu
What's its release date?,Neu
Does it light weight phone?,Neu
what about its camera?,Neu
I want better camera.,Neg
Show me something better.,Neg
"Okay, can you pack this phone?",Neu
Thanks for help,Pos
530,530
"Good Evening ,I need to buy a new phone.",Neu
"Yes,It has, and it should have dual sim slot.",Neu
What is its cost?,Neu
In which I can get this phone?,Neu
I like gold color and want my phone in that color only.,Neg
But I want in gold color only.,Neg
"Okay, can you pack this phone?",Neu
Thanks for help,Pos
531,531
"Hi, I want to buy a phone",Neu
I need to have a phone that have high memory.,Neu
What is its Internal RAM?,Neu
"Superb, What is its cost?",Neu
What is its color?,Neu
I want my phone in white color,Neg
I want in white color only.,Neg
Great.I will take it.,Pos
Thanks a ton,Pos
532,532
Hello I am want to buy good trending phone.,Neu
I want light weight phone.,Neu
What's its storage capacity?,Neu
What's its cost?,Neu
What is its release date?,Neu
I want latest technology phone only.Show me something latest.,Neg
Release date should be just one or two year back.,Neg
"No issue, everything suits me.Book this for me.",Neu
thanks a ton,Pos
533,533
"Hi , I want to purchase a phone",Neu
I want new released Philips phone.,Neu
Is it working on Android OS?,Neu
What is its cost?,Neu
I am looking for a phone which is less that 100 Euro,Neg
I don't want to cross my budget.,Neg
I have no problem with the storage. I will buy this only.,Neu
Thanks a lot,Pos
534,534
"Hi, I want a phone.",Neu
Acer phones which is black in color,Neu
what's it's storage capacity?,Neu
But I want 32GB,Neg
Show me of 32GB only.,Neg
What's its price?,Neu
Does radio works on it?,Neu
Good.I will go for this only.Pack this for me.,Pos
Thanks a lot,Pos
535,535
"Hello, I am in urgent need of a good phone.",Neu
I don't have much requirement. Camera quality is my primary focus.,Neu
What is its camera quality?,Neu
What is its price?,Neu
It is too costly for me.,Neg
Show me something within less budget.,Neg
I will buy it.,Neu
I am very happy today. Thanks a lot ,Pos
536,536
"Good Evening, I am looking for a good phone",Neu
 I need high memory and good battery life.,Neu
What's its cost?,Neu
What's its weight?,Neu
What is its storage capacity?,Neu
But it is too heavy to carry in pockets?,Neg
I want little lighter phone than this.,Neg
And how much it will cost me?,Neu
Okay don. Pack this for me.,Neu
Thanks for helping me.,Pos
537,537
I am looking for a good phone,Neu
I want a small display size phone with good memory,Neu
What is its OS,Neu
I don't want android phone. ,Neg
My previous was Android. This time I want to try other OS,Neg
What color is it available in your store/?,Neu
"Okay, I will book blue phone",Neu
Thanks a lot.,Pos
538,538
"Hey, I need a new phone.",Neu
I am a traveller so battery backup should be fantastic. ,Neu
I want better battery than this.,Neg
I am a traveller so battery backup should be fantastic. ,Neg
What's its price?,Neu
What's its display size?,Neu
Okay done. Pack this for me.,Neu
Thanks for helping me.,Pos
539,539
"Good evening, I am looking for a good phone",Neu
I need a big display phone.,Neu
"great,what's its battery life?",Neu
"Oh, it's very less.Can you show me something else?",Neg
Show me something else.,Neg
And how much it will cost me?,Neu
"Lovely, book this for me.",Pos
Thanks for helping me.,Pos
540,540
"Hello, I want to buy a phone",Neu
I want Sony phone.,Neu
What about its back camera?,Neu
And how much it will cost me?,Neu
Its too costly for me.,Neg
"No problem, show me something less than 700Euro.",Neg
What about its camera?,Neu
"Lovely, book this for me.",Pos
Thanks for helping me.,Pos
541,541
I want to buy good phone.,Neu
I want radio in my phone.,Neu
Is it working on Android OS?,Neu
How is the battery life?,Neu
I think battery is less and cant give goo back up.,Neg
What is its color?,Neu
What is its cost?,Neu
ok can you book Sony Ericsson Xperia E5for me,Neu
Thanks for help,Pos
542,542
I  need the best selling phone of my budget.,Neu
It's around 400 Euro with good battery back up.,Neu
What's its price?,Neu
It's not in my budget.,Neg
Sorry I can't go for it. ,Neg
"Good,I will take this only.",Pos
Thank you.,Pos
543,543
"Hello, I need  to buy a phone.",Neu
I am selfie pro so need very good front camera.,Neu
"Its still less, show me some higher one?",Neg
Show me something else.,Neg
what is it's color?,Neu
What's its price?,Neu
"Great,its in my budget too,please book it for me.",Pos
Thank you.,Pos
544,544
Hi I need a good phone.,Neu
Show me Karbonn phone  within 200Euro.,Neu
What's its battery life?,Neu
Show me something of more battery value,Neg
Show me something which is alos in my budget too.,Neg
And how much it will cost me?,Neu
In which color it is available?,Neu
"Okay, can you pack this phone?",Neu
Thanks for help,Pos
545,545
"Good Evening, I am in urgent need of a phone.",Neu
"Yes,It has,dualsim and radio feautres should be there.",Neu
How much it will cost me?,Neu
How is the GPS in it?,Neu
I only need GPS phones.,Neg
"No issue,show me GPS phones.",Neg
And what's its price?,Neu
"Okay, pack this phone for me.",Neu
Thanks for help,Pos
546,546
"Hello,I want buy a good new phone.",Neu
Android OS with good PRIMARY camera.,Neu
And what's its price?,Neu
Show me something within 200Euro.,Neg
I can't go out of my budget.,Neg
"Good, in which color it comes?",Pos
"Okay, I like this phone. Pack it for me.",Neu
547,547
"Hi, show me a new good phone.",Neu
Primary camera quality shoud be good.,Neu
What about its sim slot?,Neu
I want multiple sim slot.,Neg
And what's its price?,Neu
"Good, in which color it comes?",Neu
Is it working on Android OS?,Neu
"Okay, I like this phone. Pack it for me.",Neu
Thanks for help.,Pos
548,548
"GoodMorning, show me good phone.",Neu
"Yes,It has, I like gold color.",Neu
What's its price?,Neu
What's its storage cpacity?,Neu
But I need 32GB.,Neg
Show me something else.,Neg
And how much it will cost me?,Neu
"Okay, I like this phone. Pack it for me.",Neu
Thanks for help.,Pos
549,549
I want to  a buy good phone.,Neu
I need 32 GB RAM with big display.,Neu
What's its price?,Neu
It's too high for me.My budget is within 300Euro,Neg
I can't afford it.,Neg
"Great,is it available in black color?",Neu
"Okay, I like this phone. Pack it for me.",Neu
Thanks for help.,Pos
550,550
"Hey, I need a good phone.",Neu
It should have good battery back up with GPS facility in it,Neu
What about iys front camera?,Neu
I want better camera,Neg
I am in need of  the cameras to be the best,Neg
What's its price?,Neu
"Great,is it available in black color?",Neu
Which OS its working on?,Neu
Does it has GPS facility?,Neu
"Okay, I like this phone. Pack it for me.",Neu
Thanks for help.,Pos
551,551
"Hey, do you have good new phone?",Neu
It should have good battery back up?,Neu
What is its price?,Neu
"I can't afford this phone, show me something of low range.",Neg
I told you already I cannot manage this cost.,Neg
Which OS it uses?,Neu
Sounds good to me. Please book it for me,Pos
Thanks for all your time.,Pos
552,552
Hello I am looking for good phone which fulfils all my requirements?,Neu
It should be within 150 Euro with GPS .,Pos
What about its back camera?,Neu
Which OS it supports?,Neu
What about its sim slot?,Neu
But I need dual sim slot.,Neg
I need to put my two sims in one phone.,Neg
"Great,is it available in black color?",Neu
Okay book this for me.,Neu
Thanks for helping me.,Pos
553,553
Do you have good phone with you?,Neu
I am looking for light weight phone.,Pos
What's its cost?,Neu
"Great,is it available in white color?",Neu
Does it have dual sim slot?,Neu
How much internal RAM does it offer?,Neu
"For me storage is very less, I have lots of data to store.",Neg
But I need more. Show me something else.,Neg
"Okay, no problem, book this HTC for me",Neu
Thanks for helping me.,Pos
554,554
"Good morning, I want to buy aphone for my father.",Neu
I want  in silver color of HTC brand.,Pos
What's its cost?,Neu
But its going against my budget and I think too costly for teenage girl,Neg
I can't afford it.,Neg
And what's its cost?,Neu
"Okay, good, book this  for me",Neu
Thanks for helping me.,Pos
555,555
"Hello , I need some good phone on which I can work while travelling",Neu
It must be economical.,Pos
