USER,User Sentiment (-1 to 1)
Okay! it should have a standard target range of 70 and a maximum resolution of over 3000.,0
Its rating is not as much as i wanted it to be.,-1
What about the cost?,0
Please describe the features to me.,0
What is the storage capacity for this device?,0
Is it possible to take photographs while travelling?,0
"Do you market the Canon PowerShot A70, which was introduced in 2003?",0
"No, I'm aware of its specifics. please inform me of its cost.",0
Is it possible for you to book this camera for me?,1
"Thank you, just no.",1
410,
"I'd like to purchase a smartphone, but I'm not sure which one is the best. Please advise.",0
"I'm not sure what brand to go for, but I'd like 32 GB of RAM for about 300 EUR.",0
LAVA is a trusted brand.,0
What features does it have?,0
"Ok, fine, so what colour is it?",0
"It's a rather bland colour, in my opinion.",-1
"Still, another colour, such as black, appeals to me.",-1
"No, I want my phone to be in black colour.",-1
What are the features?,0
It's a little pricey.,-1
"Okay, will you please make a reservation for me?",0
I want to purchase a laptop. Do you have Dell Inspiron 15 3567.,0
"Yes, I'm interested in this laptop as well. Could you please tell me how much will it cost?",0
"Yes, book both the product laptop as well as camera.",1
Thank you so much.,1
411,
Hello please show me Dell XPS 13 9380 laptop. I want to purchase that.,0
"Yes, please describe the features.",0
How much will it cost?,0
"I can't afford it, and you don't get any discounts.",-1
"Even, I can't afford it, so please show me something in the 2000 EUR range that is from the Dell brand.",-1
It should have a 1TB hard drive.,0
Please describe the features to me.,0
Is it a nice device?,0
Is there no way you can get a discount on it?,0
Please book it for me.,1
Thank you so much.,1
412,
"Hello, I want to purchase a phone.",0
I'd like to purchase a phone similar to this.  https://tse4.mm.bing.net/th?id=OIP.OEDsPwsWhIbc6rNBmKtHBgHaJo&pid=Api&P=0&w=300&h=300,0
Is Lenovo a reputable brand?,0
Could you tell me anything about its characteristics?,0
What about the colour of it?,0
You don't have black as an option?,-1
What about the display?,0
How much storage does it have?,0
How much does it cost?,0
This is a great in the expected and desired budget. please book it for me.,1
Thank you so much.,1
413,
Hello and good morning.,0
I'd like purchase a phone that resembles this: httpse1.mm.bing.net/th?id=OIP.0VqXulY5zGDnRY0yzpA2VQHaFZ&pid=Api&P=0&w=218&h=160.,0
Could you please elaborate its features to me?,0
What about the SIM card?,0
"No, i want dual SIM card.",-1
If you have some blue in your collection?,0
32 GB of storage is all I'm looking for.,0
Is it easy to work with?,0
Tell me how much it would cost.,0
"Wow, this is a variety in the expected and desired budget. Please book it for me.",1
Thank you so much.,1
414,
Please show me some laptops because I want to buy one.,0
I'm looking for a laptop that has a 4-star ranking.,0
It should be an i3 processor.,0
It should have a 1TB hard drive.,0
I don't think that Acer is suitable.,-1
Please describe the features to me.,0
Is there a discount and what is the price?,0
That is fantastic. please make this reservation for me.,0
"Yes, I'd like to purchase a 32 GB black smartphone.",0
What about its features?,0
That is fantastic. please proceed to book this for me.,1
Thank you so much.,1
415,
"Hello, please show me a laptop. I want to purchase it.",0
I'd like a 15-inch monitor.,0
It should be equipped with Intel graphics and a Core i3 cpu.,0
I don't think so Acer is reliable.,-1
What are the features of it?,0
Is there a discount and what is the price?,-1
That is fantastic. please make this reservation for me.,0
"Yes, I'm interested in purchasing an LG V20 smartphone.",0
"Yes, please tell me more about it.",0
"I can't afford this. So, kindly book the laptop only.",-1
Thank you so much.,1
416,
"Hello, I'd like to purchase a camera for my friend's birthday. Her ambition is to work as a filmmaker.",0
I'd like to have a maximum resolution of over 1000 pixels.,0
It should have a zoom range of more than 40.,0
Don't you have a well-known brand on this list?,-1
Could you tell me anything about its features?,0
What is the extent of its focus?,0
It has a limited target range. I'd like to see more.,0
What about its features?,0
"Okay, please book it for me.",1
Thank you so much.,1
417,
"I'd like to purchase a smartphone, but I'm not sure which one is the best. please advise.",0
"I'm not sure about the model, but I'm looking for a battery with a capacity of 4000mAh and it should be upto 500 EUR.",0
Is it a reputable brand?,0
Please elaborate its features.,0
"Okay, so what colour is it?",0
"Please show me another device with more RAM. In addition, this colour does not appeal to me.",-1
"No, I'd like some more RAM. Please bring me another.",-1
What about its features?,0
It's a little pricey.,-1
"Okay, will you please make a reservation for me?",1
Thank you so much.,1
418,
"Hi, I want to buy a phone.",0
Please see this reference. I'd like to get this one. https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-3-deluxe-55-inch.jpg,0
Is Asus a reputable brand?,0
Please elaborate its features.,0
I don't think a battery power of 3000 mAh will be adequate?,-1
Is it possible to use two SIM cards on it?,0
"Okay, what is the colour of the phone?",0
Is there any other colour available?,-1
What about the display?,0
How much internal storage does it have?,0
How much will it cost?,0
"Okay, please continue with the billing process.",1
Thank you so much.,1
419,
"Hello, I want to purchase a laptop for my office use.",0
I need a laptop with plenty of hard drive capacity.,0
I'm looking for a 256 GB hard drive.,0
I'd like to have a laptop with an i7 cpu.,0
"Rather than the brand, I would prioritise the capabilities. The display must be 15.4 inches.",0
"So, how much will it cost?",0
It's a little out of my price range.,-1
It is still out of my budget.,-1
"No, I can't afford this. Could you please help me with the one that costs less than 5000 EUR?",-1
"Okay, that will suffice. Could you kindly take care of the billing? Also, please have a discount.",0
Please continue with the booking process.,1
Thank you so much.,1
420,
"Hello there, I want to purchase a mobile.",0
I don't remember the brand but I have a picture from which you will get to know what I want.,0
Here it is.  https://drop.ndtv.com/TECH/product_database/images/lenovo_vibe_p1_database_ndtv_2925_480X960_1229201564818PM.jpg?downsize=*:180&output-quality=80&output-format=webp,0
What is the internal memory of the phone?,0
"Too less, Could you please tell me what colours are available?",-1
What about the camera?,0
Please make this booking for me.,0
I'd like to buy a camera as well.,0
I'd like a Canon PowerShot A60 with a maximum resolution of 1600 pixels.,0
"Ok, please book it for me.",1
Thank you for your assistance.,1
421,
"I'd like to purchase a smartphone, but I'm very uncertain which one can be the best. So, I would like to have your assistance.  ",0
"I'm not sure what brand to go for, but I'd like anything with more than 3 GB of RAM and a price range of about 200 EUR.",0
Is Acer a reliable brand?,0
What Features does it have?,0
"Ok, fine, so what colour is it?",0
Do you have any other colour? The colour black is dominant.,-1
"No, I'd like a different colour.",-1
What about its features?,0
It's a little pricey.,-1
Is there any discount availabe?,-1
"Okay, will you please make a booking for me?",1
Thank you so much.,1
422,
"Hello, I want to purchase laptop.",0
"Prior to that, I was wondering if any models were for sale.",0
"Then, show me a decent Lenovo model.",0
"As a visual artist, I like high-quality graphics.",0
"No, I'm not picky about anything else.",0
"Why is it Asus but not some other Lenovo model?
Is there something particularly appealing about this model?",0
"So, which Asus model is the best?",0
Are you certain it's the best?,0
"Okay, Tell me more of its features.",1
Is there any discount available?,-1
That is great. Thank you so much.,1
423,
"Hello, I'm looking to buy a laptop for my brother because he enjoys playing video games, so please show me something which is suitable for him.",0
It should be in the range of 2000 EUR.,0
It should be of Acer.,0
What are the details of it? Is it enough for gaming?,0
Is your laptop equipped with an i5 processor?,0
What is the cost?,0
It is too pricey!,-1
"Still, it is expensive. Is there any discount available?",-1
But I'm still undecided on whether to buy it or not.,-1
"Okay, I'll purchase it.",1
Thank you so much.,1
424,
"Hi, I am here to buy a laptop.",0
"Really, I already have a model in mind which I want to buy.",0
HP 15-da0007nx laptop. Do you have this model?,0
How much is this going to cost me?,0
This is fantastic.,0
I'd like to have a look at the smartphones also before making the final deposit.,0
Any popular company that offers high-quality products that you would recommend?,0
I'm searching for a smartphone that costs less than 100 EUR.,0
I am not sure about it.,-1
Then book both the items for me.,1
Thank you so much.,1
425,
"Hello, I want to purchase a laptop.",0
I'm just interested in Dell laptops.,0
"Yes, an i5 processor is what I'm looking for.",0
It should be upto 2500 EUR.,0
Please elaborate its features?,0
What about the ratings?,0
I'm looking for a minimum of 3.75 out of 5. please double-check this based on the rating.,-1
It is a bit pricey.,-1
"Still, it is expensive.",0
"Okay, so do you have some kind of deal on the price?",0
"Okay, please make this booking for me.",1
Thank you so much.,1
426,
"Hello, I'm here to purchase a smartphone for my sister, who enjoys making videos on reels. So, please show me something similar.",0
It should costs between 1500 and 2000 EUR.,0
What about the camera? Is it good for making videos?,0
Please elaborate its features.,0
What is the cost?,0
It is too expensive.,-1
Is there any discount available?,-1
What about the quality of the service?,0
"Okay, I'll purchase it.",1
Thank you so much.,1
427,
Hello. I'd like to purchase a smartphone that should be released between 2015 and 2017.,1
I'm looking for a 64 GB black colour phone.,0
It should be upto 300 EUR.,0
What are the features of it?,0
"All of the output is excellent, but don't you have another choice with 4 GB?",-1
"Great, how much does it cost?",0
It's not cheap.,-1
"Wow, the picture quality is excellent. Okay, go ahead and pack it for me.",0
"Yes, I'd like to buy a laptop as well.",0
"Yes, I'd like to have an Intel Core i3-7020U processor and a 1TB hard drive.",0
What is the cost?,0
Please book it as well.,1
Thank you so much.,1
428,
Hello. I want to buy a phone for my daughter.,0
I'm not sure which phone it is but I have a picture.,0
She sent me a picture of it. Here it is;  http://www.techmerry.com/wp-content/uploads/2016/05/Asus-Zenfone-Max.jpg,0
Please elaborate its features.,0
"My daughter enjoys taking selfies, so it must have a great camera.",0
What is the cost?,0
"All is well, but the RAM is extremely limited. I would like to see at least 3 GB on this model.",-1
What is the cost?,0
"Thank you a lot. Okay, I'm going to buy it, but could you please tell me what colour it is?",1
That is fantastic. please book it for me.,1
Thank you so much.,1
429,
"Hello, I'd like to purchase a laptop for my sister in order for her to take an online lesson.",0
"Yes, I'd like 3 GB of RAM and a 7800 mAh battery.",0
What are the features of it?,0
Tell me everything there is to know about this phone.,0
What is the cost?,0
It is too expensive.,-1
Is there any discount available?,-1
But I'm still confused whether it is suitable for my sister.,-1
"Okay, I'll purchase it.",1
Thank you so much.,1
430,
"Hello, I want to purchase a phone.",0
I'm looking for a Lenovo handset. The Lenovo brand is the one in which I have confidence.,0
It should have at least a 3000 mAh battery.,0
I would like to have it with at least 32 GB of internal Storage.,0
What about its colour?,0
Please describe the features for me.,0
How much will it cost?,0
I can't afford this. Do you have a low-cost handset?,-1
Its camera resolution is poor. Suggest me something with better resolution.,-1
Is the consistency good?,0
Please reserve it for me.,1
Thank you so much.,1
431,
"Good evening, I want to purchase a camera.",1
I'd like to purchase a Canon camera.,0
"I'd like to have a maximum resolution of at least 2000 pixels, and it should be launched after the year 2002.",0
What is the cost?,0
I also want to purchase a tablet.,0
I'd like to have a battery with a capacity of at least 3000 mAh and 32 GB of RAM.,0
Is there any colour other than black?,-1
"Okay, what is the cost?",0
"Okay, book it for me.",1
Thank you.,1
432,
"Hello, I'd like to purchase a phone which is from the Asus brand.",0
I want a battery that is at least 3000mAh and has 3 GB of RAM.,0
It should also have an antique colour.,-1
What is the cost?,0
"Okay, make a booking for me.",0
"Yes, please also suggest me in buying a camera as well.",0
I'd like to purchase a Canon camera.,0
"It should have a minimum resolution of at least 1600, and it should be released in the 2002 Year.",0
What is the cost?,0
"Yes, please book this for me.",1
Thank you.,1
433,
"Hello, could you kindly assist me in purchasing a smartphone?",0
It should be a dual-SIM phone with 4 GB of RAM.,0
Only the Oppo brand has my confidence. Is it possible for you to show me some from Oppo?,0
What colour is it?,0
This is the hue I want it to be. https://tse1.mm.bing.net/th?id=OIP.Nc_GvvfZ3Km35NNpHqJg8gHaFj&pid=Api&P=0&w=205&h=155,0
What other features does it have?,0
Please show something with 8 GB of RAM.,-1
What is the cost?,0
Will it take a proper photo?,0
"Okay, that will suffice.   Also, it would be great if you could offer me a discount on this product? ",0
"So, please continue with the booking.",1
Thank you so much.,1
434,
"Hello, could you kindly assist me in purchasing a smartphone?",0
It should have cutting-edge features as well as sufficient storage and battery power.,0
Only the Gionee Brand has my confidence. Is it possible for you to show me some from Gionee?,0
Pink is the colour I like.,0
This is the hue I want it to be. https://tse2.mm.bing.net/th?id=OIP.7zEKMpzMbp1f5NuEwwl20AHaFj&pid=Api&P=0&w=210&h=158,0
Please elaborate its features.,0
But the RAM is considerably very less.,-1
Could you let me know the price of this product?,0
What about the efficiency of the secondary camera?,0
It would be great if you have some discount.,-1
"So, please continue with the booking.",1
Thank you so much.,1
435,
"Hello, I want to purchase a laptop for my office work.",0
I am a software developer looking for someone to help me with office jobs.,0
It must have an i5 cpu.,0
"The GPU isn't my top priority, but it must have an Intel processor.",0
"Yes, it should have a 15.6- inch display.",0
How much will it cost me?,0
Is it a reliable laptop?,0
Just 3.7! Can you show me a laptop with a user ranking of four or higher?,-1
I want to purchase a camera also.,0
I'm looking for a compact format camera that costs less than 600 EUR.,0
"No, but it can be equipped with an optical viewfinder.",0
How much weight does it have?,0
"Okay, so, I'll buy it. Please continue for the invoice.",1
"Yes, I will buy both the products.",1
Thank you so much.,1
436,
"Hello, I'm searching for a laptop to use on a regular basis.",0
"It should be installed with NVIDIA graphics. This laptop belongs to a friend of mine, and I really like it. https://www.laptopmain.com/wp-content/uploads/2018/03/Acer-Swift-3-Disassembly-2.jpg",0
"Great, how much will it cost?",0
It is very costly.,-1
"However, I am not willing to invest this much money. Can you offer a similar model at a lower price?",-1
It should be upto 2000 EUR.,0
Is it equipped with Nvidia graphics?,0
Should these laptops come with a discount?,0
I'll hold off until the next price decline.,-1
"No, not at all. Thank you.",-1
437,
"Hello, and good evening. I'd like to purchase a laptop.",0
HP Pavilion 15-cs2012nx is what I'm looking for.,0
"Yes, I want you to tell me all about it.",0
What is the cost?,0
It is very expensive.,-1
"However, it has a smaller storage space. At the very least, I'd like 1TB of disc space.",-1
What about the cost?,0
Please make this booking for me.,1
Thank you so much.,1
438,
"Hello, could you kindly assist me in purchasing a tablet?",0
It should have a 5000 mAh battery at the very least.,0
Only the Samsung brand has my confidence. Could you bring me any Samsung products?,0
What is the capacity of its internal storage?,0
I want it in white colour.,-1
What is the capacity of RAM?,0
This is fantastic. What is the cost?,0
Will it take a good photo?,0
Is there any discount available.,-1
"So, please continue with the invoice.",1
Thank you so much.,1
439,
"Hi, I want to buy a HP laptop.Hello there.",0
"Yes, an i7 processor is what I'm looking for.",0
It should be in the range of 4000 EUR.,0
Please describe the features to me.,0
What are the scores?,0
I'm looking for a minimum of 3.75 out of 5. please double-check this based on this.,-1
It is little pricey.,-1
Is it satisfactory?,0
"Okay, so do you have some kind of deal on this?",0
"Okay, please make this reservation for me.",1
Thank you.,1
440,
"Hello, I want to purchase a laptop for my business.",0
It should be installed with an Intel i5 processor. I want something like this https://tse1.mm.bing.net/thid=OIP.Xjgc608ACk8LU0XHcH0ICwHaHa&pid=Api&P=0&w=300&h=300,0
"Great, how much will it cost?",0
It's very pricey.,-1
"However, I am not willing to invest this much money. Can you offer a similar model at a lower price?",-1
It should be upto 2000 EUR.,0
Is it equipped with Intel graphics?,0
Should these laptops come with a discount?,0
"Okay, kindly book it for me.",1
Thankyou so much.,1
441,
"I'd like to have a laptop. However, it must be an Acer product.",0
"Yes, I'm looking for an i7 cpu.",0
It should costs under 4000 EUR.,0
Please describe the features to me.,0
What are the ratings?,0
I'm looking for a minimum of 3.75 out of 5. please double-check this based on this.,0
It is not beyond my financial means.,0
I dont think so it is satisfactory.,-1
"Okay, so do you have some kind of deal on this?",0
"Okay, please make this reservation for me.",1
Thank you.,1
442,
I want to buy a laptop for my daughter.,0
It must be an Asus product because it is something in which she believes.,0
"It's got to be an I5 processor, right?",0
"Yes, a 15.6- inch display is needed.",0
How far would it set me back?,0
Is it a reliable laptop?,0
Is it possible to display a laptop with a consumer rating of 4 or higher?,-1
I want to purchase a cameras as well.,0
I'm looking for a compact format camera that costs less than 200 EUR.,0
It should have a maximum resolution of at least 2000 pixels.,0
What is the weight of it?,0
"That is fine, I'll buy it. Please continue with the payment process.",1
"Yes, I will buy both products.",1
Thank you so much.,1
443,
"On my girlfriend's graduation day, I'd like to give her a tablet.",0
She is interested in the Apple brand.,0
"No, instead, show me the best Apple phone.",0
It has to be in black.,0
Please describe the features to me.,0
Is it up to the mark?,0
Is it possible to display a laptop with a consumer rating of 4 or higher?,-1
I want to purchase a camera also.,0
I'm looking for a compact format camera that costs less than 200 EUR.,0
It should have a maximum resolution of at least 2000 pixels.,0
What is the weight of it?,0
"That is fine, I'll buy it then.",1
"Yes, Please continue with the billing process for both products.",1
Thank you so much,1
444,
I'd like to get a tablet for my nephew.,0
I just want the LeEco brand.,0
"Yes, between 400 and 500 EUR.",0
It is expected to be released in 2016 with excellent image quality and a panel size greater than 500 pixels.,0
What about its battery?,0
Its too less. I want high battery power.,-1
Set it aside and show me a camera.,0
"Yes, I'm interested in the JVC GC-QX3HD. Can you happen to have this?",0
"Yes, please tell me the price, Macro focus range, and storage capacity.",0
Could you please book all of the products for me?,1
Thank you.,1
445,
"Hello, I'd like to purchase a phone for myself.",0
"I'm not sure about the specifics, but I've seen one phone that I like. www.ndtv.com/cdn/tech/images/gioneemarathonm5mini.jpg",0
Is it a trusted brand?,0
Tell me about its features.,0
It's very pricey.,-1
"However, I do not wish to invest this much money. Can you display the same model at a lower cost?",-1
It should be upto 250 EUR.,0
Tell me about the features.,0
"Okay, please reserve it for me.",1
Thank you.,1
446,
"Hello, I'd like to purchase a phone for my mother for her birthday.",0
"Yes, I'd like to have 4 GB of RAM and a 4000 mAh battery.",0
What about its battery?,0
Would you please let me know about the camera?,0
In which colour varient this product comes?,0
What is the cost?,0
It is too cheap. I don't think it is worth buying.,-1
But I am not sure about gifting it to her. Is it a quality product?,-1
But I'm still unsure if I should buy it.,0
"Okay, I'll buy it.",1
Thank you so much.,1
447,
Good Evening. I'd like to purchase a camera.,0
"I'm interested in the Panasonic Lumix DMC-L1, which was launched in 2006.",0
"Firstly, I'd like to learn more about it.",0
How much will it cost?,0
It is way too costly.,-1
Is there some way to get a deal on this?,-1
I can't afford this.,-1
"Yes, please demonstrate the Casio Exilim EX-Z77 to me.",0
What about its max resolution?,0
How much will it cost?,0
"Okay, please put this in a box for me.",0
Thank you so much.,1
448,
Hello and good evening. Can you assist me in selecting a decent smartphone of my choice?,0
It has to be a cool colour. I had Nokia smartphone before.,0
"Yes, it must have a long lasting battery.",0
"No, it must have battery capacity of more than 2000 mAh. I think that will be bigger.",-1
I don't like Nokia phones. My previous one was bad. I'd like to look at something from Samsung.,-1
Could you please show me its picture?,0
What is the color name?,0
"Yes, I agree. What are its other features?",1
Is it an Android device?,0
Dose it have camera?,0
How much weight does it have?,0
132 g is seems too heavy.,-1
What is the price?,0
Great. Please book it for me.,1
Thank you so much.,1
449,
Good Evening. Do you have laptops?,0
I have heard Asus laptops are doing good these days.,0
Show me some highly rated laptops in Asus.,0
It should be i3 processor.,0
Please tell me the features first.,0
What about the graphics?,0
How much is the disk space?,0
What about the ratings?,0
just 4.2! why is that so?,-1
How much will it cost?,0
Is that the final price? Is there no discount?,-1
That is great. Please book it for me.,1
Thank you.,1
450,
Hi. I have a query.,0
"Actually, I saw a tab today, I fell in love with.",0
"That is the problem, I don't know the name.",0
I saw someone in metro using this one. I have a image you can refer to.,0
"Here,  https://preview.free3d.com/img/2015/05/2174810818401535419/ssvrlzze-900.jpg",0
Which model it is?,0
Which model you are talking about?,0
Will you please tell me what colour is this?,0
Do you have any idea about the battery backup?,0
What is the price?,0
"Okay, please book it for me.",1
That is great. Thank you for information.,1
451,
"Hello, do you have mid range laptops?",0
I would spend between 2000-3000EUR. Can I get a good laptop for this price?,0
It has to be large display size and would be highest ratings.,0
Is it in demand now days?,0
Can you tell me about the processor and Graphics Card?,0
Does it has a big storage?,0
How much will it cost me?,0
"Please, Give me some discount.",-1
Okay. Do you even sell smartphones?,-1
Show me one which has high battery backup and large internal RAM.,0
I doubt that 3000 mAh battery might be less.,-1
"Also, I want big display size and big RAM.",0
Yes. I have heard Blackberry brand is good brand. Show me models from Blackberry.,1
What is the price?,0
"Fair, I will take these two from you.Can you do the billing for me ?",1
"no, that's all. Thank you.",1
452,
"Hello, Can you please help me?",0
I want to gift something to my husband. I am not really sure what I should pick. Can you suggest something you have?,0
He is really into gaming.,0
Do you have gaming phone?,0
Are you sure? I want the one which is best for my husband.,0
How much is the storage capacity?,0
I think 160g weight might be heavy.,-1
Is it an android phone?,0
Everything is fine but What is the cost?,0
I liked it so I would like to book this one.,1
Thank you for your help.,1
453,
Hi. I need your help.,0
Do you have smartphones?,0
"Then, please have a look at this photo and let me know the model.",0
"Here,
https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSWe5tBueyevcQFSaAiHg2l_zvccKd7Rd55KQ&usqp=CAU",0
And what colour is this? I have never seen this colour usually with anyone.,0
How much RAM it has?,0
Is the battery power is enough?,0
What about the camera features?,0
How large is the display?,0
Is it a lightweight phone?,0
How much it costs?,0
Great. Book it for me.,1
Thank you for your assistance.,1
454,
Hello. Do you have laptops?,0
"Lenovo, I heard its the best.",1
"Yes, Lenovo IdeaPad 320-15IKBRN. It has good ratings.",1
How much will it cost me?,0
That is expensive.,-1
"Yes, but is there any discount.",-1
"Okay, Book this one for me.",0
Thank you for helping me.,1
455,
Hi. I am here to buy a camera.,0
My professor suggested me to go for Nikon.,0
I don't have any. Please show me something best.,0
What would you recommend?,0
I have a budget limitation. So please suggest me something according to that.,0
Around 2000 EUR.,0
What about its Max resolution?,0
And how much is the effective pixel?,0
That is nice. What about its weight.,1
What is the price?,0
Perfect. Book it for me.,1
Thank you for your help.,1
456,
Hello. I have a query.,0
My friend just bought a beautiful phone but I can't just go and ask her about it.,0
"Actually, I asked my friends if they know anything about it and they gave me a photo for reference. Will that do?",0
"Sure, let me check. Here, it is https://www.google.com/imgres?imgurl=https%3A%2F%2F360view.hum3d.com%2Fzoom%2FAcer%2FAcer_Liquid_Z500_Green_1000_0002.jpg&imgrefurl=https%3A%2F%2Fhum3d.com%2F3d-models%2Facer-liquid-z500-aquamarine-green%2F&tbnid=x0fZNHOxj2bjpM&vet=12ahUKEwicgujvhMnwAhUjNXIKHV4zBFcQMygCegQIARB6..i&docid=SraD7s9uyMLP9M&w=1000&h=1000&itg=1&q=Acer%20Liquid%20Z500%20smartphone%20in%20aquamarine%20grey&hl=en&ved=2ahUKEwicgujvhMnwAhUjNXIKHV4zBFcQMygCegQIARB6",0
I can see that. Do you have any idea about the colour?,0
Do you have it?,0
Is that an android phone?,0
How much does it weigh? I like to handel lightweight phones.,0
That's good. But is this equipped with any other feature?,0
How much is the price?,0
Isn't it coastly?,-1
I will buy it. Thank you.,1
457,
Good afternoon. I am here to buy a phone.,0
Liquid Z500 from Acer.,0
It should be in aquamarine grey colour.,0
Will it come within my budget range?,0
I can spend around 200 EUR.,0
"That is great because I wanted to save as much as money I can, for laptop",1
"I don't have any such brand in my mind as of now but yeah, you can suggest me something good.",0
How can you say that?,0
That is a good rating. But what about the processor?,0
And what about display screen?,0
What is the cost?,0
Is there any discount or offer available?,0
Thank you.,1
458,
Hello. Can you help me buy a good camera phone?,0
Not necessarily but please show something from a good brand only.,0
Money is not an issue but the product should be the best.,0
Are they better than the brands I asked?,0
I just want to mention that I prefer any colour that is not black or white.,0
I would like to have a look on that model?,0
It is quite beautiful really. Tell me the other features.,1
That is good. What is it storage capacity,1
"Amazing, How much it costs?",1
"Nice, please book it for me.",1
Great. Thank you for your help.,1
459,
Good Evening. I am here to buy a laptop.,0
I prefer laptops with 13 inch display.,0
Okay. Can you suggest any good model.,0
On which basis you can state that?,0
That is good but I would also like to know about the processor.,1
Any details on graphics?,0
What is the price?,0
That is expensive.,-1
Is there any discount so that I think on this because it is too expensive for me right now?,-1
"Well then, I will wait for the time it comes with some discount.",-1
Thank you for your help.,0
460,
Hi. Can you help me?,0
I want to gift my daughter a smartphone. Could you suggest a good one for me?,0
I don't know which brand she would like.,0
"Colour. Yes, she likes phone whose looks are different from normal smartphones.",0
"Sure, go ahead.",1
This looks beautiful. What colour is this?,1
which model is this?,0
How is the camera?,0
That is good.,1
What is the price?,0
I can afford this. Book it for me. Thank you.,1
461,
Good afternoon. Do you have laptops?,0
I am here to buy a model from Huawei MateBook series.,0
My friends were bragging about how good this series is.,0
Right. Please tell me more about this.,0
Okay. Which model are you recommending?,0
Which processor does it possess?,0
Okay. What about the GPU? Is this Nvidia Graphics?,0
I like it. It really has strong specifications. What is the price?,1
Okay. Book it for me.,1
No. Thank you for your assistance.,1
462,
Hi. I am here to buy a laptop.,0
"HP Pavilion 14-bf102nx, do you have it?",0
Do you have any idea about the ratings of this model?,0
"Okay, can you give me some idea about the cost?",0
Isn't there any discount?,0
Then Suggest me some models that are in discount.,0
Tell me about its rating.,0
Great!! How much is the price?,1
After discount?,0
That is awesome. I think I can buy this one.,1
Yes. Thank you for making me choose the best one.,1
Thank you.,1
463,
Hi.,0
I am here to buy a gift for my little sister.,0
"Actually, I am confused on what will  suitable  for her.",0
She has just joined a photography class.,0
She lost her phone last week and she is in need of phone as well.,0
I wanted to buy both but I can't afford that. Please suggest me something.,0
Yess!. That is the really a good idea. You are a genius.,1
Vivo or Oppo. They are considered to be the best camera phones.,0
Can you tell me the camera features because I don't have much idea on Samsung,0
So how much is the cost?,0
"Okay, I would like to book this.",1
Thank you for your help.,1
464,
Hello. I am here to buy a new smartphone. I saved money in my piggy bank for years for this moment.,0
"No, but I do have a budget limit.",0
I saved a total of 300 EUR. And I can spend all of that.,0
Make sure that it has to be the recent model.,0
Please suggest me some good models available have you. I would like to refer them first.,0
Can you be a little more specific about the details?,0
Is 4000 mAh battery good?,0
Can you tell me the camera quality?,0
Is it an android phone?,0
How much is the cost?,0
Great!! It is within my budget range and will also save me some money.,1
Please book it for me.,1
Thank you so much.,1
465,
Hi. I am here to buy a laptop for my friend.,0
He prefers Lenovo brand.,0
I have seen few ads of Lenovo Iaptops on TV.,0
Absolutely not. I want something which is best for my friend.,0
If there is any better one then let me know the model name?,0
Not very satisfying. Show me something That is best.,-1
Some other features?,0
"In his profession, he would need a laptop with good disk space. So, how about that?",0
What is the price of this product?,0
Isn't there any discount for this product?,0
It seems this is one of those as well.,0
I am quite happy with this purchase. Thank you.,1
466,
Hello. I am here in search for a good laptop.,0
Before buying anything I would also like to know if there is a discount for any brand?,0
Is the model Lenovo IdeaPad S145 available with any discount?,0
Great!! How much should I pay?,0
"No, I have already made up my mind to have this one only.",-1
And after discount?,0
"I am very determined to buy this one because, once I wanted to but couldn't.",0
"Yes, This is a laptops of worth much more.",1
"Yes, I also wanted to have a smartphone if you have any good one with good features",0
What about the storage?,0
"Awesome!!
Book it as well along with the laptop.",1
Thank you for your help,1
467,
Hello. Do you have laptops?,0
I wanted to know if there is any discount offer going on any brand?,0
"Ok, in that case show me a good model from Lenovo.",0
I am a digital artist. I would prefer good graphics.,0
"No, I am not particular about anything else.",0
"I had really like to know why so?
I mean anything special about them?",0
Which model is the better one in your view and why?,0
What is the reason that you are so sure about it?,0
I can see that. But any other quality apart from that?,0
How much it costs?,0
What about the discount you told me about?,0
That is good. Book this one for me.,1
Thank you so much.,1
468,
Good Evening. I want to buy a smartphone but I am not sure which phone is best. Can you help me to buy a smartphone?,0
It should be 4G phone but with dual sim and very strong battery backup with better internal RAM,0
Can you show me some smartphone with such specifications?,0
What about battery performance?,0
Is 5000mAh battery backup is good for daily use?,0
What colours do you have for this model?,0
What is about Internal Ram?,0
What is about the other prime features?,0
Does the camera captures hd quality photos?,0
How much is this going to cost me?,0
"Okay, it's fine for me. Please proceed for billing and provide some discount.",1
"Okay, then please proceed Billing.",1
Thank you.,1
469,
Hello. Can you suggest me some good phones?,0
I am looking for a tablet with high internal RAM.,0
"Amazing, I would like to know more about idol 4s windows.",1
"Wow, That is good. What about its colour?",0
Will the idol 4s windows be a better choice than X3 souln pro and ipad pro 12.9?,0
And What is about their comparison in price? Which one is available in lower price?,0
Tell me the brand of this model?,0
"No, display size doesn't matters much. I am only looking for a good phone at low price.",0
"Okay, then proceed their billings.",1
Thank you.,1
470,
Good morning. I want to buy a phone but i don't remember their brand and model. could you help to suggest that phone?,0
